Route stop,Business,Category,Generated site path,Customization fingerprint,Style rationale,Hero section pattern,21st.dev hero selection,21st.dev hero URL,21st.dev selection rationale,Motion system
11,Découpage Hair,hairdresser,websites/bay-area-final-1000/decoupage-hair-redwood-city,11-decoupage-hair-hairdresser-studio-split-hero-qyzz9a,Custom direction 11-decoupage-hair-hairdresser-studio-split-hero-qyzz9a: Découpage Hair uses Hero Page for a hairdresser page in Redwood City; palette #173b2f / #fff8ed / #d1532f / #172016; primary action Book by phone; content tuned to Style-forward appointment flow for repeat neighborhood clients.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Découpage Hair because it is a hairdresser lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
12,Memole & Company,accountant,websites/bay-area-final-1000/memole-company-redwood-city,12-memole-company-accountant-trust-console-hero-11kxt42,"Custom direction 12-memole-company-accountant-trust-console-hero-11kxt42: Memole & Company uses Hero Section for a accountant page in Redwood City; palette #164e63 / #f0fdfa / #14b8a6 / #083344; primary action Call now; content tuned to Calm, direct accounting access for Redwood City clients.",trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to Memole & Company because it is a accountant lead and the page needs call now conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
13,Perfect 10 Nails,beauty,websites/bay-area-final-1000/perfect-10-nails-redwood-city,13-perfect-10-nails-beauty-studio-split-hero-1xfr7rj,Custom direction 13-perfect-10-nails-beauty-studio-split-hero-1xfr7rj: Perfect 10 Nails uses Hero Page for a beauty page in Redwood City; palette #4b1f36 / #fff7fb / #c2687f / #1d1418; primary action Book by phone; content tuned to A polished appointment page with service-first confidence.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Perfect 10 Nails because it is a beauty lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
14,Happy Donuts,fast_food,websites/bay-area-final-1000/happy-donuts-redwood-city,14-happy-donuts-fast-food-animated-image-hero-13dahac,Custom direction 14-happy-donuts-fast-food-animated-image-hero-13dahac: Happy Donuts uses Animated Hero Section for a fast food page in Redwood City; palette #164e63 / #f0fdfa / #14b8a6 / #083344; primary action Call for menu; content tuned to Quick dining decisions with phone-first local conversion.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Happy Donuts because it is a fast food lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
15,Perfectly Cut,hairdresser,websites/bay-area-final-1000/perfectly-cut-redwood-city,15-perfectly-cut-hairdresser-studio-split-hero-19d8w1b,Custom direction 15-perfectly-cut-hairdresser-studio-split-hero-19d8w1b: Perfectly Cut uses Hero Page for a hairdresser page in Redwood City; palette #4b1f36 / #fff7fb / #c2687f / #1d1418; primary action Book by phone; content tuned to Style-forward appointment flow for repeat neighborhood clients.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Perfectly Cut because it is a hairdresser lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
16,Muffler Express,car_repair,websites/bay-area-final-1000/muffler-express-redwood-city,16-muffler-express-car-repair-trust-console-hero-1ltyjfu,"Custom direction 16-muffler-express-car-repair-trust-console-hero-1ltyjfu: Muffler Express uses Hero Section for a car repair page in Redwood City; palette #14213d / #f5f7fb / #fca311 / #111827; primary action Request service; content tuned to Repair trust cues, drop-off details, and direct phone intake.",trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to Muffler Express because it is a car repair lead and the page needs request service conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
17,Lynn Auto Machine,car_repair,websites/bay-area-final-1000/lynn-auto-machine-redwood-city,17-lynn-auto-machine-car-repair-trust-console-hero-16jralp,"Custom direction 17-lynn-auto-machine-car-repair-trust-console-hero-16jralp: Lynn Auto Machine uses Hero Section for a car repair page in Redwood City; palette #14213d / #f5f7fb / #fca311 / #111827; primary action Request service; content tuned to Repair trust cues, drop-off details, and direct phone intake.",trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to Lynn Auto Machine because it is a car repair lead and the page needs request service conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
18,Nails Trix Salon,beauty,websites/bay-area-final-1000/nails-trix-salon-redwood-city,18-nails-trix-salon-beauty-studio-split-hero-1mj4fc5,Custom direction 18-nails-trix-salon-beauty-studio-split-hero-1mj4fc5: Nails Trix Salon uses Hero Page for a beauty page in Redwood City; palette #4b1f36 / #fff7fb / #c2687f / #1d1418; primary action Book by phone; content tuned to A polished appointment page with service-first confidence.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Nails Trix Salon because it is a beauty lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
19,Primo Auto Service,car_repair,websites/bay-area-final-1000/primo-auto-service-redwood-city,19-primo-auto-service-car-repair-trust-console-hero-1d9n4fe,"Custom direction 19-primo-auto-service-car-repair-trust-console-hero-1d9n4fe: Primo Auto Service uses Hero Section for a car repair page in Redwood City; palette #14213d / #f5f7fb / #fca311 / #111827; primary action Request service; content tuned to Repair trust cues, drop-off details, and direct phone intake.",trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to Primo Auto Service because it is a car repair lead and the page needs request service conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
20,Wash & Dry Coin Laundry,laundry,websites/bay-area-final-1000/wash-dry-coin-laundry-redwood-city,20-wash-dry-coin-laundry-laundry-trust-console-hero-fu8424,Custom direction 20-wash-dry-coin-laundry-laundry-trust-console-hero-fu8424: Wash & Dry Coin Laundry uses Hero Section for a laundry page in Redwood City; palette #1f3a5f / #f5f9ff / #38bdf8 / #0f172a; primary action Call now; content tuned to Utility-first service information for drop-off decisions.,trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to Wash & Dry Coin Laundry because it is a laundry lead and the page needs call now conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
21,Faby's Jewelers,jewelry,websites/bay-area-final-1000/fabys-jewelers-redwood-city,21-fabys-jewelers-jewelry-shape-gallery-hero-11efmhv,"Custom direction 21-fabys-jewelers-jewelry-shape-gallery-hero-11efmhv: Faby's Jewelers uses Modern hero section for a jewelry page in Redwood City; palette #203a43 / #f7f3ea / #d0a85c / #172125; primary action Call now; content tuned to Refined retail presentation for gifts, repairs, and visits.",shape-gallery-hero,Modern hero section by uniquesonu,https://21st.dev/uniquesonu/modern-hero-section,"Best fit for retail, jewelry, florist, and clothing pages because the animated geometric composition creates a refined product-gallery first impression. Applied to Faby's Jewelers because it is a jewelry lead and the page needs call now conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
22,Los Temos Taqueria,restaurant,websites/bay-area-final-1000/los-temos-taqueria-redwood-city,22-los-temos-taqueria-restaurant-animated-image-hero-141qsye,Custom direction 22-los-temos-taqueria-restaurant-animated-image-hero-141qsye: Los Temos Taqueria uses Animated Hero Section for a restaurant page in Redwood City; palette #173b2f / #fff8ed / #d1532f / #172016; primary action Call for menu; content tuned to Food-first storytelling with a clear route to call or visit.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to Los Temos Taqueria because it is a restaurant lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
23,Languren's Beauty Salon,hairdresser,websites/bay-area-final-1000/langurens-beauty-salon-redwood-city,23-langurens-beauty-salon-hairdresser-studio-split-hero-j5fyhl,Custom direction 23-langurens-beauty-salon-hairdresser-studio-split-hero-j5fyhl: Languren's Beauty Salon uses Hero Page for a hairdresser page in Redwood City; palette #181818 / #f4efe6 / #b6854d / #111111; primary action Book by phone; content tuned to Style-forward appointment flow for repeat neighborhood clients.,studio-split-hero,Hero Page by ruixenui,https://21st.dev/community/components/ruixenui/hero-page/default,"Best fit for appointment-led beauty, hair, dental, and wellness pages because it uses a strong text side with an animated visual card. Applied to Languren's Beauty Salon because it is a hairdresser lead and the page needs book by phone conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
24,El Zarape,restaurant,websites/bay-area-final-1000/el-zarape-redwood-city,24-el-zarape-restaurant-animated-image-hero-1ojqaas,Custom direction 24-el-zarape-restaurant-animated-image-hero-1ojqaas: El Zarape uses Animated Hero Section for a restaurant page in Redwood City; palette #173b2f / #fff8ed / #d1532f / #172016; primary action Call for menu; content tuned to Food-first storytelling with a clear route to call or visit.,animated-image-hero,Animated Hero Section by ravikatiyar,https://21st.dev/community/components/ravikatiyar/animated-hero-section-1/default,"Best fit for food, cafe, bakery, and bar pages because it pairs a full-screen image with staged title, description, nav, and CTA motion. Applied to El Zarape because it is a restaurant lead and the page needs call for menu conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
25,Elio's Jewelry,jewelry,websites/bay-area-final-1000/elios-jewelry-redwood-city,25-elios-jewelry-jewelry-shape-gallery-hero-c8n5pu,"Custom direction 25-elios-jewelry-jewelry-shape-gallery-hero-c8n5pu: Elio's Jewelry uses Modern hero section for a jewelry page in Redwood City; palette #203a43 / #f7f3ea / #d0a85c / #172125; primary action Call now; content tuned to Refined retail presentation for gifts, repairs, and visits.",shape-gallery-hero,Modern hero section by uniquesonu,https://21st.dev/uniquesonu/modern-hero-section,"Best fit for retail, jewelry, florist, and clothing pages because the animated geometric composition creates a refined product-gallery first impression. Applied to Elio's Jewelry because it is a jewelry lead and the page needs call now conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
26,Ben's Auto Tech,car_repair,websites/bay-area-final-1000/bens-auto-tech-redwood-city,26-bens-auto-tech-car-repair-trust-console-hero-1y8n9c,"Custom direction 26-bens-auto-tech-car-repair-trust-console-hero-1y8n9c: Ben's Auto Tech uses Hero Section for a car repair page in Redwood City; palette #14213d / #f5f7fb / #fca311 / #111827; primary action Request service; content tuned to Repair trust cues, drop-off details, and direct phone intake.",trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to Ben's Auto Tech because it is a car repair lead and the page needs request service conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
27,Family Wash and Fold,laundry,websites/bay-area-final-1000/family-wash-and-fold-redwood-city,27-family-wash-and-fold-laundry-trust-console-hero-lp9ggr,Custom direction 27-family-wash-and-fold-laundry-trust-console-hero-lp9ggr: Family Wash and Fold uses Hero Section for a laundry page in Redwood City; palette #164e63 / #f0fdfa / #14b8a6 / #083344; primary action Call now; content tuned to Utility-first service information for drop-off decisions.,trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to Family Wash and Fold because it is a laundry lead and the page needs call now conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
28,F.C. Painting,painter,websites/bay-area-final-1000/fc-painting-redwood-city,28-fc-painting-painter-trust-console-hero-qteuwu,Custom direction 28-fc-painting-painter-trust-console-hero-qteuwu: F.C. Painting uses Hero Section for a painter page in Redwood City; palette #263238 / #f8fafc / #f59e0b / #111827; primary action Call now; content tuned to A sharper local web presence for customers in Redwood City.,trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to F.C. Painting because it is a painter lead and the page needs call now conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
29,Tammy's Joyeria y Paqueteria,jewelry,websites/bay-area-final-1000/tammys-joyeria-y-paqueteria-redwood-city,29-tammys-joyeria-y-paqueteria-jewelry-shape-gallery-hero-f9nnfe,"Custom direction 29-tammys-joyeria-y-paqueteria-jewelry-shape-gallery-hero-f9nnfe: Tammy's Joyeria y Paqueteria uses Modern hero section for a jewelry page in Redwood City; palette #203a43 / #f7f3ea / #d0a85c / #172125; primary action Call now; content tuned to Refined retail presentation for gifts, repairs, and visits.",shape-gallery-hero,Modern hero section by uniquesonu,https://21st.dev/uniquesonu/modern-hero-section,"Best fit for retail, jewelry, florist, and clothing pages because the animated geometric composition creates a refined product-gallery first impression. Applied to Tammy's Joyeria y Paqueteria because it is a jewelry lead and the page needs call now conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
30,Chu's Florist & Birds,florist,websites/bay-area-final-1000/chus-florist-birds-redwood-city,30-chus-florist-birds-florist-shape-gallery-hero-14pw27j,Custom direction 30-chus-florist-birds-florist-shape-gallery-hero-14pw27j: Chu's Florist & Birds uses Modern hero section for a florist page in Redwood City; palette #244033 / #fbf8ef / #d36b8a / #102018; primary action Call now; content tuned to Gift-forward browsing with a soft visual gallery feel.,shape-gallery-hero,Modern hero section by uniquesonu,https://21st.dev/uniquesonu/modern-hero-section,"Best fit for retail, jewelry, florist, and clothing pages because the animated geometric composition creates a refined product-gallery first impression. Applied to Chu's Florist & Birds because it is a florist lead and the page needs call now conversion.","Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
31,Ray's Auto Repair,car_repair,websites/bay-area-final-1000/rays-auto-repair-redwood-city,31-rays-auto-repair-car-repair-trust-console-hero-1hps9ts,"Custom direction 31-rays-auto-repair-car-repair-trust-console-hero-1hps9ts: Ray's Auto Repair uses Hero Section for a car repair page in Redwood City; palette #14213d / #f5f7fb / #fca311 / #111827; primary action Request service; content tuned to Repair trust cues, drop-off details, and direct phone intake.",trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to Ray's Auto Repair because it is a car repair lead and the page needs request service conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
32,Stuttgart Motors,car_repair,websites/bay-area-final-1000/stuttgart-motors-redwood-city,32-stuttgart-motors-car-repair-trust-console-hero-kg6v0h,"Custom direction 32-stuttgart-motors-car-repair-trust-console-hero-kg6v0h: Stuttgart Motors uses Hero Section for a car repair page in Redwood City; palette #3d2c1f / #fbf7f0 / #b7794f / #1f160f; primary action Request service; content tuned to Repair trust cues, drop-off details, and direct phone intake.",trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to Stuttgart Motors because it is a car repair lead and the page needs request service conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
33,Castillo's Auto Electric,car_repair,websites/bay-area-final-1000/castillos-auto-electric-redwood-city,33-castillos-auto-electric-car-repair-trust-console-hero-1akf4tu,"Custom direction 33-castillos-auto-electric-car-repair-trust-console-hero-1akf4tu: Castillo's Auto Electric uses Hero Section for a car repair page in Redwood City; palette #173b2f / #fff8ed / #d1532f / #172016; primary action Request service; content tuned to Repair trust cues, drop-off details, and direct phone intake.",trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to Castillo's Auto Electric because it is a car repair lead and the page needs request service conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
34,HK Smog,car_repair,websites/bay-area-final-1000/hk-smog-redwood-city,34-hk-smog-car-repair-trust-console-hero-1ovour6,"Custom direction 34-hk-smog-car-repair-trust-console-hero-1ovour6: HK Smog uses Hero Section for a car repair page in Redwood City; palette #14213d / #f5f7fb / #fca311 / #111827; primary action Request service; content tuned to Repair trust cues, drop-off details, and direct phone intake.",trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to HK Smog because it is a car repair lead and the page needs request service conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
35,Padilla's Auto Repair,car_repair,websites/bay-area-final-1000/padillas-auto-repair-redwood-city,35-padillas-auto-repair-car-repair-trust-console-hero-yhpgaj,"Custom direction 35-padillas-auto-repair-car-repair-trust-console-hero-yhpgaj: Padilla's Auto Repair uses Hero Section for a car repair page in Redwood City; palette #14213d / #f5f7fb / #fca311 / #111827; primary action Request service; content tuned to Repair trust cues, drop-off details, and direct phone intake.",trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to Padilla's Auto Repair because it is a car repair lead and the page needs request service conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
36,El Camino Auto Body,car_repair,websites/bay-area-final-1000/el-camino-auto-body-redwood-city,36-el-camino-auto-body-car-repair-trust-console-hero-17wtf2k,"Custom direction 36-el-camino-auto-body-car-repair-trust-console-hero-17wtf2k: El Camino Auto Body uses Hero Section for a car repair page in Redwood City; palette #14213d / #f5f7fb / #fca311 / #111827; primary action Request service; content tuned to Repair trust cues, drop-off details, and direct phone intake.",trust-console-hero,Hero Section by moumensoliman,https://21st.dev/community/components/moumensoliman/hero-section-shadcnui/default,Best fit for service businesses because the staggered text and button reveal supports a direct phone-first trust/utility hero. Applied to El Camino Auto Body because it is a car repair lead and the page needs request service conversion.,"Framer Motion DOM via esm.sh; staggered hero reveal, panel reveal, section in-view motion"
